instance,horizon,seed,objective,bs_cost,ls_cost,ils_cost,gap_pct,calls,levels,beam_seconds,ls_seconds,ils_seconds,total_seconds
LR1_DR02_VC02_V6a,120,32,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,433.015953873,0.32974798,354.21351782,787.5592196729999
LR1_DR02_VC02_V6a,120,33,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,71,463.336510635,0.908229344,357.071387465,821.316127444
LR1_DR02_VC02_V6a,120,34,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,427.581143829,0.413514333,355.654738604,783.649396766
LR1_DR02_VC02_V6a,120,35,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,423.784792537,0.317769056,357.506123461,781.608685054
LR1_DR02_VC02_V6a,120,36,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,457.534198437,0.394106019,372.192572641,830.120877097
LR1_DR02_VC02_V6a,120,37,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,461.274938875,0.29760321,368.408166995,829.98070908
LR1_DR02_VC02_V6a,120,38,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,69,451.75687574,0.309802594,343.200536436,795.26721477
LR1_DR02_VC02_V6a,120,39,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,449.380397893,0.96000266,337.711335507,788.0517360599999
LR1_DR02_VC02_V6a,120,40,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,434.48531481,0.248561396,354.756829019,789.490705225
LR1_DR02_VC02_V6a,120,41,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,462.494446819,0.382522817,340.786006374,803.66297601
LR1_DR02_VC02_V6a,120,42,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,443.51042872,0.422545969,349.365099077,793.298073766
LR1_DR02_VC02_V6a,120,43,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,434.399501658,0.455238236,341.830119223,776.6848591170001
LR1_DR02_VC02_V6a,120,44,74982.0,86336.43157999999,86336.43157999999,86336.43157999999,15.142876397001933,66,70,461.509425804,0.4130919,339.551741199,801.474258903
LR1_DR02_VC02_V6a,120,45,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,438.328832173,0.299121149,335.72071208,774.348665402
LR1_DR02_VC02_V6a,120,46,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,440.715223963,0.286198447,364.767145238,805.768567648
LR1_DR02_VC02_V6a,120,47,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,441.4381297,1.373153877,338.638829818,781.450113395
LR1_DR02_VC02_V6a,120,48,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,440.192955587,0.338120035,358.232231645,798.763307267
